country,state,city,year,month,ev_registrations,bev_registrations,phev_registrations,charging_stations,charging_points,ev_per_station,station_density,coverage_gap,demand_score,priority_score,monthly_growth_pct,yoy_growth_pct,ev_market_share_pct,bev_share_pct,population,population_density,infra_status,city_tier
Germany,North Rhine-Westphalia,Essen,2023,12,67.0,42,25,369.0,1273,50.15,0.63621,28.15,25.293,24.784,11.67,-5.63,2.8,65.0,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,1,81.0,52,29,475.0,1602,51.36,0.81897,29.36,29.469,28.96,20.9,28.57,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,2,68.0,44,24,475.0,1602,51.36,0.81897,29.36,21.109,20.6,-16.05,36.0,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,3,94.0,64,30,475.0,1602,51.36,0.81897,29.36,36.405,35.896,38.24,40.3,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,4,92.0,60,32,475.0,1602,51.36,0.81897,29.36,21.109,20.6,-2.13,53.33,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,5,102.0,69,33,475.0,1602,51.36,0.81897,29.36,25.457,24.948,10.87,59.38,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,6,79.0,54,25,475.0,1602,51.36,0.81897,29.36,21.109,20.6,-22.55,27.42,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,7,93.0,64,29,475.0,1602,51.36,0.81897,29.36,28.197,27.688,17.72,45.31,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,8,94.0,61,33,475.0,1602,51.36,0.81897,29.36,21.541,21.032,1.08,59.32,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,9,98.0,66,32,475.0,1602,51.36,0.81897,29.36,22.813,22.304,4.26,46.27,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,10,85.0,59,26,475.0,1602,51.36,0.81897,29.36,21.109,20.6,-13.27,19.72,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2024,11,82.0,55,27,475.0,1602,51.36,0.81897,29.36,21.109,20.6,-3.53,36.67,3.2,67.5,580000.0,2823,Critical Gap,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,1,81.0,59,22,590.0,2009,48.97,1.01724,26.97,20.153,19.644,-15.62,0.0,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,2,97.0,65,32,590.0,2009,48.97,1.01724,26.97,28.053,27.544,19.75,42.65,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,3,109.0,76,33,590.0,2009,48.97,1.01724,26.97,25.101,24.592,12.37,15.96,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,4,93.0,64,29,590.0,2009,48.97,1.01724,26.97,20.153,19.644,-14.68,1.09,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,5,96.0,68,28,590.0,2009,48.97,1.01724,26.97,21.445,20.936,3.23,-5.88,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,6,102.0,70,32,590.0,2009,48.97,1.01724,26.97,22.653,22.144,6.25,29.11,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,7,95.0,67,28,590.0,2009,48.97,1.01724,26.97,20.153,19.644,-6.86,2.15,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,8,91.0,65,26,590.0,2009,48.97,1.01724,26.97,20.153,19.644,-4.21,-3.19,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,9,94.0,62,32,590.0,2009,48.97,1.01724,26.97,21.473,20.964,3.3,-4.08,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,10,115.0,77,38,590.0,2009,48.97,1.01724,26.97,29.089,28.58,22.34,35.29,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Essen,2025,12,106.0,75,31,590.0,2009,48.97,1.01724,26.97,22.133,21.624,4.95,10.42,3.7,70.0,580000.0,2823,Needs Attention,Tier 1
Germany,North Rhine-Westphalia,Münster,2021,1,14.0,8,6,91.0,316,47.69,0.28707,25.69,20.982,20.793,4.24,125.59,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,2,12.0,7,5,91.0,316,47.69,0.28707,25.69,19.286,19.097,-14.29,115.79,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,3,17.0,10,7,91.0,316,47.69,0.28707,25.69,35.954,35.765,41.67,103.46,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,4,15.0,9,6,91.0,316,47.69,0.28707,25.69,19.286,19.097,-11.76,103.72,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,5,15.0,8,7,91.0,316,47.69,0.28707,25.69,19.286,19.097,0.0,74.54,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,6,14.0,8,6,91.0,316,47.69,0.28707,25.69,19.286,19.097,-6.67,123.56,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,7,13.0,7,6,91.0,316,47.69,0.28707,25.69,19.286,19.097,-7.14,117.82,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,8,14.0,7,7,91.0,316,47.69,0.28707,25.69,19.416,22.173,7.69,94.53,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,9,17.0,10,7,91.0,316,47.69,0.28707,25.69,27.858,27.669,21.43,112.59,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,10,14.0,8,6,91.0,316,47.69,0.28707,25.69,19.286,19.097,-17.65,123.72,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,11,13.0,7,6,91.0,316,47.69,0.28707,25.69,19.286,19.097,-7.14,96.29,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2021,12,17.0,9,8,91.0,316,47.69,0.28707,25.69,31.594,31.405,30.77,100.65,1.4,60.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,1,15.0,9,6,158.0,433,37.71,0.49842,15.71,15.294,15.105,-11.76,7.14,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,2,18.0,11,7,158.0,433,37.71,0.49842,15.71,23.294,23.105,20.0,50.0,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,3,21.0,13,8,158.0,433,37.71,0.49842,15.71,21.962,21.773,16.67,23.53,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,4,16.0,10,6,158.0,433,37.71,0.49842,15.71,15.294,15.105,-23.81,6.67,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,5,24.0,14,10,158.0,433,37.71,0.49842,15.71,35.294,35.105,50.0,60.0,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,6,18.0,10,8,158.0,433,37.71,0.49842,15.71,15.294,15.105,-25.0,28.57,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,7,18.0,10,8,158.0,433,37.71,0.49842,15.71,15.294,15.105,0.0,38.46,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,8,20.0,11,9,158.0,433,37.71,0.49842,15.71,19.738,19.549,11.11,42.86,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,9,25.0,15,10,158.0,433,37.71,0.49842,15.71,25.294,25.105,25.0,47.06,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,10,21.0,13,8,158.0,433,37.71,0.49842,15.71,15.294,15.105,-16.0,50.0,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,11,19.0,12,7,158.0,433,37.71,0.49842,15.71,15.294,15.105,-9.52,46.15,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2022,12,23.0,14,9,158.0,433,37.71,0.49842,15.71,23.714,23.525,21.05,35.29,2.1,62.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,1,28.0,17,11,167.0,631,54.05,0.52681,32.05,30.526,30.337,21.74,86.67,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,2,27.0,17,10,167.0,631,54.05,0.52681,32.05,21.83,21.641,-3.57,50.0,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,3,37.0,25,12,167.0,631,54.05,0.52681,32.05,36.646,36.457,37.04,76.19,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,4,31.0,20,11,167.0,631,54.05,0.52681,32.05,21.83,21.641,-16.22,93.75,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,5,35.0,21,14,167.0,631,54.05,0.52681,32.05,26.99,26.801,12.9,45.83,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,6,32.0,20,12,167.0,631,54.05,0.52681,32.05,21.83,21.641,-8.57,77.78,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,7,31.0,18,13,167.0,631,54.05,0.52681,32.05,21.83,21.641,-3.12,72.22,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,8,28.0,18,10,167.0,631,54.05,0.52681,32.05,21.83,21.641,-9.68,40.0,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,9,38.0,25,13,167.0,631,54.05,0.52681,32.05,36.114,35.925,35.71,52.0,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,10,35.0,22,13,167.0,631,54.05,0.52681,32.05,21.83,21.641,-7.89,66.67,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2023,12,41.0,27,14,167.0,631,54.05,0.52681,32.05,27.386,27.197,13.89,78.26,2.8,65.0,317000.0,1050,Critical Gap,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,1,32.0,22,10,303.0,844,35.14,0.95584,13.14,14.266,14.077,-21.95,14.29,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,2,29.0,20,9,303.0,844,35.14,0.95584,13.14,14.266,14.077,-9.38,7.41,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,3,29.0,25,12,303.0,844,35.14,0.95584,13.14,25.302,25.113,27.59,0.0,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,4,34.0,22,12,303.0,844,35.14,0.95584,13.14,14.266,14.077,-8.11,9.68,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,5,35.0,22,13,303.0,844,35.14,0.95584,13.14,15.442,15.253,2.94,0.0,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,6,41.0,29,12,303.0,844,35.14,0.95584,13.14,21.122,20.933,17.14,28.12,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,7,30.0,21,9,303.0,844,35.14,0.95584,13.14,14.266,14.077,-26.83,-3.23,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,8,38.0,25,13,303.0,844,35.14,0.95584,13.14,24.934,24.745,26.67,35.71,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,9,41.0,28,13,303.0,844,35.14,0.95584,13.14,17.422,17.233,7.89,7.89,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,10,33.0,21,12,303.0,844,35.14,0.95584,13.14,14.266,14.077,-19.51,-5.71,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,11,37.0,25,12,303.0,844,35.14,0.95584,13.14,19.114,18.925,12.12,2.78,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2024,12,42.0,27,15,303.0,844,35.14,0.95584,13.14,19.67,19.481,13.51,2.44,3.2,67.5,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,1,37.0,27,10,267.0,810,41.37,0.84227,19.37,16.758,16.569,-11.9,15.62,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,2,36.0,24,12,267.0,810,41.37,0.84227,19.37,16.758,16.569,-2.7,24.14,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,3,36.0,25,11,267.0,810,41.37,0.84227,19.37,16.758,16.569,0.0,-2.7,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,4,35.0,25,10,267.0,810,41.37,0.84227,19.37,16.758,16.569,-2.78,2.94,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,5,35.0,24,11,267.0,810,41.37,0.84227,19.37,16.758,16.569,0.0,0.0,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,6,40.0,29,11,267.0,810,41.37,0.84227,19.37,22.474,22.285,14.29,-2.44,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,7,33.0,23,10,267.0,810,41.37,0.84227,19.37,16.758,16.569,-17.5,10.0,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,8,36.0,24,12,267.0,810,41.37,0.84227,19.37,20.394,20.205,9.09,-5.26,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,9,42.0,30,12,267.0,810,41.37,0.84227,19.37,23.426,23.237,16.67,2.44,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,10,47.0,31,16,267.0,810,41.37,0.84227,19.37,21.518,21.329,11.9,42.42,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,11,36.0,25,11,267.0,810,41.37,0.84227,19.37,16.758,16.569,-23.4,-2.7,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,North Rhine-Westphalia,Münster,2025,12,45.0,33,12,267.0,810,41.37,0.84227,19.37,26.758,26.569,25.0,7.14,3.7,70.0,317000.0,1050,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,1,8.0,4,4,72.0,247,44.08,0.3294,22.08,19.792,19.572,4.79,119.88,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,2,9.0,5,4,72.0,247,44.08,0.3294,22.08,22.876,22.656,12.5,106.23,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,3,10.0,6,4,72.0,247,44.08,0.3294,22.08,22.32,22.1,11.11,89.11,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,4,10.0,5,5,72.0,247,44.08,0.3294,22.08,17.876,17.656,0.0,85.08,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,5,12.0,7,5,72.0,247,44.08,0.3294,22.08,25.876,25.656,20.0,107.73,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,6,9.0,5,4,72.0,247,44.08,0.3294,22.08,17.876,17.656,-25.0,112.62,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,7,10.0,5,5,72.0,247,44.08,0.3294,22.08,22.32,22.1,11.11,96.2,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,8,11.0,6,5,72.0,247,44.08,0.3294,22.08,21.876,21.656,10.0,91.4,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,9,10.0,5,5,72.0,247,44.08,0.3294,22.08,17.876,17.656,-9.09,95.72,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,10,13.0,7,6,72.0,247,44.08,0.3294,22.08,29.876,29.656,30.0,117.0,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,11,12.0,7,5,72.0,247,44.08,0.3294,22.08,17.876,17.656,-7.69,114.67,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2021,12,13.0,7,6,72.0,247,44.08,0.3294,22.08,21.208,20.988,8.33,72.55,1.4,60.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,1,14.0,8,6,101.0,315,49.35,0.46208,27.35,23.06,22.84,7.69,75.0,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,3,19.0,11,8,101.0,315,49.35,0.46208,27.35,38.444,38.224,46.15,90.0,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,4,18.0,11,7,101.0,315,49.35,0.46208,27.35,19.984,19.764,-5.26,80.0,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,5,16.0,10,6,101.0,315,49.35,0.46208,27.35,19.984,19.764,-11.11,33.33,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,6,18.0,11,7,101.0,315,49.35,0.46208,27.35,24.984,24.764,12.5,100.0,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,7,16.0,9,7,101.0,315,49.35,0.46208,27.35,19.984,19.764,-11.11,60.0,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,8,18.0,10,8,101.0,315,49.35,0.46208,27.35,24.984,24.764,12.5,63.64,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,9,16.0,10,6,101.0,315,49.35,0.46208,27.35,19.984,19.764,-11.11,60.0,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,10,18.0,11,7,101.0,315,49.35,0.46208,27.35,24.984,24.764,12.5,38.46,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,11,15.0,9,6,101.0,315,49.35,0.46208,27.35,19.984,19.764,-16.67,25.0,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2022,12,16.0,10,6,101.0,315,49.35,0.46208,27.35,22.652,22.432,6.67,23.08,2.1,62.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,1,21.0,14,7,134.0,470,50.95,0.61305,28.95,33.124,32.904,31.25,50.0,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,2,19.0,11,8,134.0,470,50.95,0.61305,28.95,20.624,20.404,-9.52,46.15,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,3,23.0,15,8,134.0,470,50.95,0.61305,28.95,29.044,28.824,21.05,21.05,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,4,20.0,13,7,134.0,470,50.95,0.61305,28.95,20.624,20.404,-13.04,11.11,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,5,25.0,17,8,134.0,470,50.95,0.61305,28.95,30.624,30.404,25.0,56.25,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,6,21.0,13,8,134.0,470,50.95,0.61305,28.95,20.624,20.404,-16.0,16.67,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,7,22.0,15,7,134.0,470,50.95,0.61305,28.95,22.528,22.308,4.76,37.5,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,8,26.0,17,9,134.0,470,50.95,0.61305,28.95,27.896,27.676,18.18,44.44,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,9,26.0,16,10,134.0,470,50.95,0.61305,28.95,20.624,20.404,0.0,62.5,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,10,22.0,14,8,134.0,470,50.95,0.61305,28.95,20.624,20.404,-15.38,22.22,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,11,24.0,16,8,134.0,470,50.95,0.61305,28.95,24.26,24.04,9.09,60.0,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2023,12,26.0,17,9,134.0,470,50.95,0.61305,28.95,23.956,23.736,8.33,62.5,2.8,65.0,218578.0,1220,Critical Gap,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,1,16.0,10,6,138.0,447,44.93,0.63135,22.93,18.216,17.996,-38.46,-23.81,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,2,20.0,12,8,246.0,447,44.93,0.63135,22.93,28.216,27.996,25.0,5.26,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,3,23.0,16,7,138.0,447,44.93,0.63135,22.93,24.216,23.996,15.0,0.0,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,4,22.0,13,9,138.0,447,44.93,0.63135,22.93,18.216,17.996,-4.35,10.0,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,5,24.0,15,9,138.0,447,44.93,0.63135,22.93,21.852,21.632,9.09,-4.0,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,6,22.0,14,8,246.0,447,44.93,0.63135,22.93,18.216,17.996,-8.33,4.76,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,7,21.0,14,7,138.0,447,44.93,0.63135,22.93,18.216,17.996,-4.55,-4.55,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,8,29.0,12,7,138.0,447,44.93,0.63135,22.93,18.216,17.996,-9.52,-26.92,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,9,23.0,15,8,138.0,447,44.93,0.63135,22.93,26.636,26.416,21.05,-11.54,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,10,22.0,14,8,138.0,447,44.93,0.63135,22.93,18.216,17.996,-4.35,0.0,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,11,20.0,12,8,138.0,447,44.93,0.63135,22.93,18.216,17.996,-9.09,-16.67,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2024,12,23.0,16,7,138.0,447,44.93,0.63135,22.93,24.216,23.996,15.0,-11.54,3.2,67.5,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,1,26.0,17,9,246.0,601,35.77,1.12546,13.77,19.768,19.548,13.04,62.5,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,2,28.0,19,9,246.0,601,35.77,1.12546,13.77,17.628,17.408,7.69,40.0,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,3,34.0,23,11,246.0,601,35.77,1.12546,13.77,23.124,22.904,21.43,47.83,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,4,729.0,19,10,246.0,601,35.77,1.12546,13.77,14.552,14.332,-14.71,31.82,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,5,31.0,21,10,246.0,601,35.77,1.12546,13.77,17.312,17.092,6.9,29.17,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,6,33.0,23,10,246.0,601,35.77,1.12546,13.77,17.132,16.912,6.45,50.0,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,7,26.0,18,8,246.0,601,35.77,1.12546,13.77,14.552,14.332,-21.21,23.81,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,8,31.0,22,9,246.0,601,35.77,1.12546,13.77,22.244,22.024,19.23,63.16,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,9,33.0,22,11,246.0,601,35.77,1.12546,13.77,17.132,16.912,6.45,43.48,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,10,37.0,24,13,246.0,601,35.77,1.12546,13.77,19.4,19.18,12.12,68.18,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,11,28.0,20,8,246.0,601,35.77,1.12546,13.77,14.552,14.332,-24.32,40.0,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
Germany,Rhineland-Palatinate,Mainz,2025,12,29.0,19,10,246.0,601,35.77,1.12546,13.77,15.98,15.76,3.57,26.09,3.7,70.0,218578.0,1220,Needs Attention,Tier 2
